585212	73668	43185	39033	40686	39631	39386	39491	54256	65877	48007	39293	38139	41208	40798	41461	40507	35025	34398	34939	33718	34169	34114	39827	34759	34244	34119	34193	34300	34635	35374	34236	40838	39409	35446	35511	35065	34562	36006	35636	55024	35267	34894	35095	35075	34326	35068	34797	35421	35149	34805	40627	40589	41905	40753	36933	34520	34094	35077	34826	34927	39029	38857	33970	34187	34081	33741	35208	33956	35270	34709	34590	35201	33948	34977	34555	34996	34611	34502	37012	35179	35376	34316	48241	36095	34929	34586	35312	35405	34922	34651	35085	36199	34851	34605	35515	34737	34344	34554	35204
161411	214269	216121	154469	93628	79846	140924	91436	117831	72931	116324	121779	75053	76593	74698	63891	71494	110937	96272	79332	91127	65089	77974	71465	61309	70871	65255	62252	68704	65193	63530	78238	76674	64389	63394	59761	58425	72725	59357	6409472	85094	88820	65831	98703	74870	60823	66191	67922	62021	65674	61652	59143	65139	179239	60118	72490	59998	59544	73740	60290	58354	74807	59166	51502	64893	59861	83105	64873	59232	59092	63585	60518	58605	60770	55927	55039	70524	56899	48784	67552	56366	48886	59775	57545	49745	61207	57606	49337	61679	56319	49554	72925	56216	48921	66126	57783	49368	60911	56272	49198
