138822	64906	105285	80213	68119	72565	63731	77400	78625	52848	51776	53516	72728	50963	51660	53759	52869	55595	51282	51176	52061	52278	50679	51847	51143	51977	50849	47375	47904	48344	47008	48064	47648	48699	46839	46983	47031	47989	46830	47739	48442	49786	47089	46929	47197	50387	46236	46566	48133	62953	47154	46673	47212	48489	47626	47417	47479	48547	48173	57889	47238	48318	47872	46665	47632	47778	48946	47741	48588	47690	48438	44249	43916	44077	59841	44214	44607	44448	45027	45053	44503	43986	44452	45164	44816	44157	44463	44973	45776	44272	43857	43696	44526	45513	44494	44841	44532	45195	44186	45382
174767	215882	199799	195113	109648	76482	135407	88643	105953	112196	111367	71729	74754	67642	59378	107872	64539	58933	92708	110031	70629	85257	67593	60345	106403	65670	58932	75969	56752	58711	88340	62449	58030	73074	68007	57263	81911	75424	50501	84806	58299	50525	55272	57838	61942	70719	65113	58396	61907	58273	57585	56142	57050	67469	77576	57241	63717	57933	62182	58625	64114	77359	55213	61864	53256	63772	52307	55016	47275	59200	53142	56792	52075	54629	47655	62178	53279	62553	59720	72827	65199	70542	58757	61594	69447	55276	54354	52639	54023	47685	58797	57865	59480	58692	55385	49818	58821	50379	44587	48466
